Customer_ID,Name,Email,Join_Date,Location,Membership_Level
6044,David,user6044@example.com,2024-02-04,New York,Standard
6045,Mason,user6045@example.com,2024-03-11,Houston,Gold
6046,Olivia,user6046@example.com,2023-10-07,Chicago,Gold
6047,Liam,user6047@example.com,2023-10-06,Chicago,Standard
6048,Liam,user6048@example.com,2023-02-27,Miami,Gold
6049,Emma,user6049@example.com,2024-11-05,New York,Standard
6050,David,user6050@example.com,2022-09-12,New York,Standard
6051,Aiden,user6051@example.com,2023-04-23,Houston,Standard
6052,Alice,user6052@example.com,2023-11-18,Chicago,Gold
6053,Aiden,user6053@example.com,2024-11-20,New York,Gold
6054,Aiden,user6054@example.com,2023-05-30,Miami,Standard
6055,Liam,user6055@example.com,2023-09-30,Chicago,Silver
6056,Alice,user6056@example.com,2024-01-28,Houston,Silver
6057,Alice,user6057@example.com,2023-03-08,Miami,Gold
6058,Emma,user6058@example.com,2024-02-03,Los Angeles,Standard
6059,Olivia,user6059@example.com,2024-03-03,Houston,Silver
6060,Sophia,user6060@example.com,2023-11-29,Miami,Silver
6061,Charlie,user6061@example.com,2023-07-20,New York,Standard
6062,Charlie,user6062@example.com,2023-10-12,Los Angeles,Standard
6063,Liam,user6063@example.com,2024-03-10,Houston,Silver
6064,Sophia,user6064@example.com,2022-11-23,New York,Standard
6065,Olivia,user6065@example.com,2022-08-04,Los Angeles,Platinum
6066,Sophia,user6066@example.com,2023-01-09,Chicago,Standard
6067,Emma,user6067@example.com,2023-01-25,New York,Platinum
6068,Aiden,user6068@example.com,2023-07-31,Miami,Standard
6069,Liam,user6069@example.com,2022-07-12,Houston,Standard
6070,Alice,user6070@example.com,2023-09-10,Los Angeles,Standard
6071,Liam,user6071@example.com,2024-11-10,New York,Silver
6072,Charlie,user6072@example.com,2023-05-31,Chicago,Silver
6073,Olivia,user6073@example.com,2022-12-19,Houston,Standard
6074,Sophia,user6074@example.com,2022-12-11,Houston,Standard
6075,Olivia,user6075@example.com,2024-02-28,New York,Silver
6076,Emma,user6076@example.com,2024-05-10,Chicago,Standard
6077,Liam,user6077@example.com,2022-12-25,Los Angeles,Silver
6078,David,user6078@example.com,2024-05-27,New York,Standard
6079,Liam,user6079@example.com,2024-10-08,Los Angeles,Silver
6080,Alice,user6080@example.com,2023-02-10,Houston,Silver
6081,Liam,user6081@example.com,2022-08-10,Los Angeles,Platinum
6082,Mason,user6082@example.com,2023-12-07,Chicago,Silver
6083,Emma,user6083@example.com,2024-07-29,Miami,Standard
6084,Bob,user6084@example.com,2024-03-14,Chicago,Standard
6085,Emma,user6085@example.com,2023-09-07,Los Angeles,Silver
6086,Sophia,user6086@example.com,2024-01-07,New York,Silver
6087,Bob,user6087@example.com,2023-03-31,Houston,Gold
6088,Sophia,user6088@example.com,2024-02-07,Miami,Silver
6089,Sophia,user6089@example.com,2023-12-21,New York,Silver
6090,Alice,user6090@example.com,2022-12-17,New York,Standard
6091,Alice,user6091@example.com,2024-09-16,Chicago,Standard
6092,Aiden,user6092@example.com,2023-11-08,Los Angeles,Standard
6093,Charlie,user6093@example.com,2024-08-17,Chicago,Standard
6094,Aiden,user6094@example.com,2024-09-26,Los Angeles,Silver
6095,Aiden,user6095@example.com,2023-05-08,Chicago,Standard
6096,Charlie,user6096@example.com,2023-10-21,New York,Standard
6097,David,user6097@example.com,2023-08-22,Houston,Standard
6098,Bob,user6098@example.com,2023-04-16,Los Angeles,Standard
6099,Olivia,user6099@example.com,2023-05-23,Miami,Standard
6100,Aiden,user6100@example.com,2023-11-16,Miami,Silver
6101,Liam,user6101@example.com,2023-05-15,New York,Standard
6102,Liam,user6102@example.com,2022-07-17,Chicago,Silver
6103,Sophia,user6103@example.com,2022-12-18,Chicago,Silver
6104,Charlie,user6104@example.com,2024-05-19,New York,Platinum
6105,Sophia,user6105@example.com,2025-01-18,Miami,Standard
6106,Mason,user6106@example.com,2024-09-19,Miami,Standard
6107,Mason,user6107@example.com,2023-09-29,Chicago,Standard
6108,Olivia,user6108@example.com,2023-08-30,Los Angeles,Standard
6109,Alice,user6109@example.com,2022-07-19,Houston,Gold
6110,Alice,user6110@example.com,2022-09-28,Los Angeles,Silver
6111,Charlie,user6111@example.com,2025-02-12,Miami,Silver
6112,Charlie,user6112@example.com,2023-08-08,Los Angeles,Standard
6113,Aiden,user6113@example.com,2024-03-24,Houston,Silver
6114,Mason,user6114@example.com,2023-08-02,Los Angeles,Standard
6115,Aiden,user6115@example.com,2023-08-22,Los Angeles,Silver
6116,Alice,user6116@example.com,2025-02-08,Los Angeles,Silver
6117,Bob,user6117@example.com,2024-10-08,Los Angeles,Standard
6118,Bob,user6118@example.com,2023-08-02,New York,Standard
6119,Charlie,user6119@example.com,2024-03-23,Miami,Gold
6120,Sophia,user6120@example.com,2022-07-13,Houston,Standard
6121,Alice,user6121@example.com,2024-11-26,Miami,Standard
6122,Bob,user6122@example.com,2022-07-01,New York,Standard
6123,Alice,user6123@example.com,2022-12-04,New York,Standard
6124,Emma,user6124@example.com,2024-10-31,New York,Silver
6125,Liam,user6125@example.com,2024-02-29,New York,Silver
6126,Mason,user6126@example.com,2022-08-24,Los Angeles,Silver
6127,Aiden,user6127@example.com,2023-12-07,Miami,Standard
6128,Alice,user6128@example.com,2024-09-11,Chicago,Silver
6129,Liam,user6129@example.com,2022-09-25,Houston,Gold
6130,Emma,user6130@example.com,2022-11-03,New York,Standard
6131,Aiden,user6131@example.com,2023-06-13,Miami,Standard
6132,Alice,user6132@example.com,2023-02-10,New York,Gold
6133,Charlie,user6133@example.com,2024-09-21,New York,Standard
6134,Liam,user6134@example.com,2023-12-25,New York,Standard
6135,Aiden,user6135@example.com,2023-10-11,New York,Standard
6136,Alice,user6136@example.com,2024-06-04,New York,Standard
6137,Liam,user6137@example.com,2024-09-06,Houston,Standard
6138,Emma,user6138@example.com,2023-10-21,Miami,Standard
6139,Alice,user6139@example.com,2024-10-28,New York,Silver
6140,Alice,user6140@example.com,2024-08-12,New York,Standard
6141,Alice,user6141@example.com,2023-09-22,New York,Gold
6142,Olivia,user6142@example.com,2024-12-30,New York,Standard
6143,Charlie,user6143@example.com,2023-10-26,Los Angeles,Platinum
6144,Emma,user6144@example.com,2023-01-07,Los Angeles,Platinum
6145,Aiden,user6145@example.com,2025-01-09,Chicago,Silver
6146,Olivia,user6146@example.com,2023-10-16,New York,Gold
6147,Sophia,user6147@example.com,2023-03-28,Chicago,Silver
6148,Olivia,user6148@example.com,2024-12-06,Houston,Gold
6149,Mason,user6149@example.com,2024-06-16,Chicago,Standard
6150,Mason,user6150@example.com,2023-08-23,Miami,Standard
6151,Alice,user6151@example.com,2023-02-14,Los Angeles,Silver
6152,Olivia,user6152@example.com,2024-10-12,Los Angeles,Standard
6153,Sophia,user6153@example.com,2023-01-07,New York,Gold
6154,Olivia,user6154@example.com,2023-12-02,New York,Gold
6155,Charlie,user6155@example.com,2023-05-15,Houston,Standard
6156,Charlie,user6156@example.com,2022-09-13,Houston,Gold
6157,Sophia,user6157@example.com,2023-08-09,Miami,Standard
6158,Olivia,user6158@example.com,2022-08-12,New York,Standard
6159,Liam,user6159@example.com,2024-04-25,New York,Silver
6160,Charlie,user6160@example.com,2023-08-22,Houston,Standard
6161,Charlie,user6161@example.com,2022-07-27,Houston,Silver
6162,Bob,user6162@example.com,2025-01-07,Houston,Silver
6163,Olivia,user6163@example.com,2024-02-29,Los Angeles,Standard
6164,Charlie,user6164@example.com,2024-06-10,Chicago,Silver
6165,Emma,user6165@example.com,2022-12-29,Chicago,Silver
6166,Olivia,user6166@example.com,2024-12-01,New York,Standard
6167,Mason,user6167@example.com,2025-01-23,Los Angeles,Standard
6168,Bob,user6168@example.com,2023-06-27,Houston,Gold
6169,Charlie,user6169@example.com,2023-01-31,New York,Gold
6170,Bob,user6170@example.com,2023-07-08,Los Angeles,Standard
6171,Mason,user6171@example.com,2024-10-14,Miami,Standard
6172,Sophia,user6172@example.com,2023-07-06,Los Angeles,Gold
6173,Sophia,user6173@example.com,2022-09-14,New York,Silver
6174,Olivia,user6174@example.com,2024-05-09,Chicago,Standard
6175,Mason,user6175@example.com,2022-08-15,Houston,Silver
6176,David,user6176@example.com,2024-06-19,Miami,Standard
6177,David,user6177@example.com,2024-08-05,Los Angeles,Silver
6178,Olivia,user6178@example.com,2025-02-02,New York,Standard
6179,Alice,user6179@example.com,2024-01-29,New York,Standard
6180,Bob,user6180@example.com,2023-11-11,Houston,Standard
6181,Bob,user6181@example.com,2024-02-09,New York,Platinum
6182,Sophia,user6182@example.com,2023-09-20,New York,Silver
6183,David,user6183@example.com,2023-07-31,Houston,Silver
6184,Aiden,user6184@example.com,2024-11-14,Miami,Silver
6185,Charlie,user6185@example.com,2023-07-06,Chicago,Standard
6186,Charlie,user6186@example.com,2024-12-31,Chicago,Gold
6187,Charlie,user6187@example.com,2023-08-07,Los Angeles,Standard
6188,Sophia,user6188@example.com,2023-05-05,Miami,Gold
6189,Mason,user6189@example.com,2023-12-22,Los Angeles,Standard
6190,Liam,user6190@example.com,2023-10-13,Chicago,Standard
6191,David,user6191@example.com,2024-01-02,Houston,Silver
6192,David,user6192@example.com,2023-11-15,New York,Silver
6193,Aiden,user6193@example.com,2024-10-22,Chicago,Gold
6194,Bob,user6194@example.com,2023-02-13,Miami,Silver
6195,Alice,user6195@example.com,2023-03-12,Chicago,Standard
6196,Olivia,user6196@example.com,2023-01-18,Miami,Gold
6197,Bob,user6197@example.com,2024-03-25,Miami,Standard
6198,Mason,user6198@example.com,2023-05-08,Miami,Gold
6199,Olivia,user6199@example.com,2024-12-01,Los Angeles,Silver
6200,David,user6200@example.com,2024-04-01,Houston,Standard
6201,Mason,user6201@example.com,2023-02-15,Chicago,Standard
6202,Olivia,user6202@example.com,2024-06-30,Houston,Standard
6203,Aiden,user6203@example.com,2024-06-18,New York,Standard
6204,Aiden,user6204@example.com,2022-09-24,Chicago,Standard
6205,Emma,user6205@example.com,2022-07-08,Houston,Standard
6206,Liam,user6206@example.com,2024-08-31,Houston,Standard
6207,Aiden,user6207@example.com,2024-04-18,New York,Silver
6208,David,user6208@example.com,2023-12-30,Miami,Gold
6209,Alice,user6209@example.com,2022-11-29,Chicago,Standard
6210,Charlie,user6210@example.com,2025-01-22,Chicago,Standard
6211,Emma,user6211@example.com,2022-08-14,New York,Standard
6212,Charlie,user6212@example.com,2024-07-24,Miami,Silver
6213,Liam,user6213@example.com,2023-04-30,Chicago,Gold
6214,Olivia,user6214@example.com,2023-06-26,Chicago,Silver
6215,Sophia,user6215@example.com,2023-04-19,Chicago,Gold
6216,Aiden,user6216@example.com,2024-01-25,Miami,Silver
6217,Alice,user6217@example.com,2025-01-18,New York,Silver
6218,Liam,user6218@example.com,2024-06-11,Chicago,Standard
6219,Charlie,user6219@example.com,2024-06-17,Houston,Gold
6220,Emma,user6220@example.com,2023-09-07,Miami,Gold
6221,Aiden,user6221@example.com,2022-09-26,Los Angeles,Silver
6222,David,user6222@example.com,2024-03-23,New York,Gold
6223,Aiden,user6223@example.com,2024-10-26,Houston,Standard
6224,Emma,user6224@example.com,2024-08-31,Chicago,Gold
6225,Emma,user6225@example.com,2023-03-02,Los Angeles,Standard
6226,Sophia,user6226@example.com,2025-01-26,New York,Standard
6227,Aiden,user6227@example.com,2024-08-13,Miami,Standard
6228,Aiden,user6228@example.com,2023-03-30,Los Angeles,Platinum
6229,Sophia,user6229@example.com,2024-01-07,Los Angeles,Gold
6230,Mason,user6230@example.com,2022-11-18,Houston,Gold
6231,Mason,user6231@example.com,2023-05-03,New York,Gold
6232,Olivia,user6232@example.com,2022-09-14,Houston,Standard
6233,Mason,user6233@example.com,2023-02-17,Houston,Gold
6234,Bob,user6234@example.com,2022-11-24,Chicago,Platinum
6235,Aiden,user6235@example.com,2022-07-20,Miami,Silver
6236,Alice,user6236@example.com,2023-03-22,Los Angeles,Standard
6237,Aiden,user6237@example.com,2024-01-27,New York,Silver
6238,Bob,user6238@example.com,2024-08-21,Miami,Platinum
6239,Bob,user6239@example.com,2023-07-17,Miami,Gold
6240,Charlie,user6240@example.com,2023-09-02,New York,Gold
6241,Aiden,user6241@example.com,2023-10-24,Miami,Gold
6242,Liam,user6242@example.com,2022-09-07,Chicago,Gold
6243,Bob,user6243@example.com,2024-10-08,Miami,Silver
6244,Alice,user6244@example.com,2022-09-28,Chicago,Silver
6245,Sophia,user6245@example.com,2022-08-29,Los Angeles,Standard
6246,Olivia,user6246@example.com,2023-09-24,Los Angeles,Silver
6247,Charlie,user6247@example.com,2024-03-17,Houston,Silver
6248,Sophia,user6248@example.com,2022-08-31,Chicago,Gold
6249,Charlie,user6249@example.com,2023-01-18,Los Angeles,Standard
6250,Alice,user6250@example.com,2023-04-06,Miami,Standard
6251,Emma,user6251@example.com,2024-04-14,New York,Standard
6252,Aiden,user6252@example.com,2023-08-02,New York,Silver
6253,David,user6253@example.com,2025-02-09,Chicago,Silver
6254,Liam,user6254@example.com,2023-01-27,Houston,Standard
6255,Sophia,user6255@example.com,2023-04-12,Miami,Standard
6256,Aiden,user6256@example.com,2024-06-18,Chicago,Standard
6257,Liam,user6257@example.com,2024-08-03,New York,Standard
6258,Emma,user6258@example.com,2025-02-02,Chicago,Standard
6259,David,user6259@example.com,2024-11-15,Miami,Standard
6260,Liam,user6260@example.com,2023-09-21,Los Angeles,Standard
6261,Liam,user6261@example.com,2024-09-21,Miami,Standard
6262,Sophia,user6262@example.com,2022-07-21,Los Angeles,Standard
6263,Mason,user6263@example.com,2025-01-04,Los Angeles,Gold
6264,David,user6264@example.com,2024-05-12,Los Angeles,Standard
6265,Aiden,user6265@example.com,2024-08-16,Chicago,Standard
6266,Emma,user6266@example.com,2025-02-18,New York,Standard
6267,David,user6267@example.com,2023-06-11,Chicago,Standard
6268,Alice,user6268@example.com,2022-07-31,New York,Standard
6269,Mason,user6269@example.com,2024-01-18,Miami,Standard
6270,Alice,user6270@example.com,2024-04-06,Houston,Silver
6271,Emma,user6271@example.com,2024-06-29,Miami,Silver
6272,Sophia,user6272@example.com,2024-03-14,Chicago,Silver
6273,Sophia,user6273@example.com,2025-02-15,Chicago,Silver
6274,Emma,user6274@example.com,2024-07-16,New York,Standard
6275,Charlie,user6275@example.com,2024-11-10,Chicago,Gold
6276,Emma,user6276@example.com,2024-11-24,Los Angeles,Standard
6277,Mason,user6277@example.com,2023-04-16,Chicago,Silver
6278,Bob,user6278@example.com,2024-02-04,New York,Standard
6279,Sophia,user6279@example.com,2025-02-05,New York,Gold
6280,Olivia,user6280@example.com,2024-10-04,Los Angeles,Silver
6281,Mason,user6281@example.com,2023-10-02,New York,Standard
6282,Mason,user6282@example.com,2022-09-25,Houston,Silver
6283,Mason,user6283@example.com,2024-01-08,Miami,Standard
6284,Liam,user6284@example.com,2024-06-17,Chicago,Silver
6285,Mason,user6285@example.com,2023-08-07,Houston,Silver
6286,Sophia,user6286@example.com,2023-09-09,Chicago,Standard
6287,Bob,user6287@example.com,2024-08-17,Houston,Standard
6288,Bob,user6288@example.com,2023-06-05,Chicago,Standard
6289,Mason,user6289@example.com,2022-07-02,Los Angeles,Silver
6290,Alice,user6290@example.com,2024-08-24,New York,Standard
6291,Sophia,user6291@example.com,2024-08-21,New York,Silver
6292,Sophia,user6292@example.com,2023-09-11,Los Angeles,Platinum
6293,David,user6293@example.com,2023-10-29,Houston,Standard
6294,Aiden,user6294@example.com,2024-09-09,Miami,Platinum
6295,Charlie,user6295@example.com,2024-01-27,Houston,Silver
6296,Charlie,user6296@example.com,2023-08-05,New York,Standard
6297,Alice,user6297@example.com,2023-01-11,Miami,Standard
6298,Charlie,user6298@example.com,2024-08-06,Chicago,Silver
6299,David,user6299@example.com,2024-06-02,Miami,Standard
6300,Emma,user6300@example.com,2024-09-08,Houston,Standard
6301,Charlie,user6301@example.com,2024-02-28,Los Angeles,Standard
6302,Sophia,user6302@example.com,2024-04-26,Chicago,Silver
6303,Emma,user6303@example.com,2024-10-03,Houston,Silver
6304,Charlie,user6304@example.com,2023-04-21,Chicago,Silver
6305,Sophia,user6305@example.com,2023-12-17,Miami,Standard
6306,Sophia,user6306@example.com,2024-10-06,New York,Gold
6307,Mason,user6307@example.com,2023-03-04,Houston,Platinum
6308,Bob,user6308@example.com,2024-03-01,Los Angeles,Standard
6309,Alice,user6309@example.com,2023-12-24,Miami,Standard
6310,David,user6310@example.com,2022-10-09,Houston,Gold
6311,Liam,user6311@example.com,2023-03-16,Los Angeles,Gold
6312,Aiden,user6312@example.com,2025-02-18,Houston,Silver
6313,Charlie,user6313@example.com,2023-12-28,Miami,Gold
6314,Charlie,user6314@example.com,2024-12-16,Houston,Silver
6315,Emma,user6315@example.com,2024-10-07,Chicago,Standard
6316,Emma,user6316@example.com,2023-07-27,Miami,Silver
6317,Aiden,user6317@example.com,2023-09-09,Houston,Silver
6318,Charlie,user6318@example.com,2024-10-23,New York,Platinum
6319,Olivia,user6319@example.com,2022-10-30,Houston,Standard
6320,David,user6320@example.com,2023-03-16,Chicago,Silver
6321,Charlie,user6321@example.com,2023-09-29,Los Angeles,Silver
6322,Bob,user6322@example.com,2023-05-31,Los Angeles,Standard
6323,Aiden,user6323@example.com,2024-12-13,Los Angeles,Standard
6324,Olivia,user6324@example.com,2024-09-23,New York,Gold
6325,David,user6325@example.com,2022-12-16,Chicago,Standard
6326,Charlie,user6326@example.com,2022-11-01,Miami,Silver
6327,Liam,user6327@example.com,2023-11-09,Los Angeles,Gold
6328,Mason,user6328@example.com,2022-06-28,Chicago,Standard
6329,Bob,user6329@example.com,2024-09-07,Houston,Platinum
6330,Liam,user6330@example.com,2023-11-13,New York,Silver
6331,Emma,user6331@example.com,2024-09-24,Chicago,Standard
6332,Emma,user6332@example.com,2022-11-11,Chicago,Standard
6333,Charlie,user6333@example.com,2024-07-10,Miami,Platinum
6334,Emma,user6334@example.com,2022-08-22,Chicago,Standard
6335,Bob,user6335@example.com,2023-12-02,Miami,Standard
6336,David,user6336@example.com,2025-01-11,New York,Standard
6337,Sophia,user6337@example.com,2024-06-09,New York,Standard
6338,Alice,user6338@example.com,2023-03-07,Houston,Standard
6339,Aiden,user6339@example.com,2023-04-06,Miami,Platinum
6340,David,user6340@example.com,2024-02-21,Miami,Gold
6341,Sophia,user6341@example.com,2023-06-21,Los Angeles,Standard
6342,Olivia,user6342@example.com,2022-11-23,Los Angeles,Standard
6343,Bob,user6343@example.com,2023-07-03,Houston,Silver
6344,Liam,user6344@example.com,2022-12-02,New York,Standard
6345,Sophia,user6345@example.com,2022-12-19,Los Angeles,Gold
6346,Bob,user6346@example.com,2024-03-25,Chicago,Gold
6347,Mason,user6347@example.com,2024-08-24,New York,Gold
6348,Liam,user6348@example.com,2022-12-26,Chicago,Standard
6349,Emma,user6349@example.com,2025-01-30,Miami,Standard
6350,Emma,user6350@example.com,2023-05-06,New York,Standard
6351,Liam,user6351@example.com,2022-08-08,Houston,Standard
6352,Olivia,user6352@example.com,2025-01-12,Miami,Standard
6353,Olivia,user6353@example.com,2023-12-06,Miami,Gold
6354,Olivia,user6354@example.com,2024-03-31,Chicago,Gold
6355,Sophia,user6355@example.com,2025-02-04,Miami,Platinum
6356,Aiden,user6356@example.com,2023-05-01,Los Angeles,Gold
6357,Sophia,user6357@example.com,2024-12-22,New York,Standard
6358,Charlie,user6358@example.com,2023-02-15,Los Angeles,Silver
6359,Alice,user6359@example.com,2022-12-06,Chicago,Standard
6360,Liam,user6360@example.com,2023-02-09,Chicago,Standard
6361,David,user6361@example.com,2022-09-04,New York,Silver
6362,Alice,user6362@example.com,2024-11-19,Miami,Silver
6363,Mason,user6363@example.com,2024-09-30,Houston,Silver
6364,Sophia,user6364@example.com,2023-07-27,Chicago,Standard
6365,Sophia,user6365@example.com,2025-01-03,New York,Standard
6366,Bob,user6366@example.com,2023-12-08,Houston,Standard
6367,Alice,user6367@example.com,2022-12-20,Miami,Standard
6368,Bob,user6368@example.com,2023-12-08,Chicago,Standard
6369,David,user6369@example.com,2024-12-18,New York,Silver
6370,Bob,user6370@example.com,2022-06-30,New York,Gold
6371,Alice,user6371@example.com,2023-06-17,New York,Standard
6372,Liam,user6372@example.com,2022-10-27,Chicago,Silver
6373,Mason,user6373@example.com,2023-09-02,Houston,Standard
6374,Sophia,user6374@example.com,2023-06-11,New York,Platinum
6375,David,user6375@example.com,2023-03-21,Miami,Standard
6376,Sophia,user6376@example.com,2022-10-04,New York,Gold
6377,Charlie,user6377@example.com,2023-04-08,Houston,Gold
6378,Mason,user6378@example.com,2024-03-15,Chicago,Gold
6379,Aiden,user6379@example.com,2022-06-27,New York,Standard
6380,Bob,user6380@example.com,2022-11-05,New York,Silver
6381,Emma,user6381@example.com,2023-08-20,Miami,Standard
6382,Alice,user6382@example.com,2024-07-18,Miami,Standard
6383,Sophia,user6383@example.com,2023-06-30,New York,Standard
6384,Bob,user6384@example.com,2023-07-04,New York,Gold
6385,David,user6385@example.com,2023-01-14,Miami,Gold
6386,Sophia,user6386@example.com,2024-09-20,Houston,Standard
6387,Aiden,user6387@example.com,2023-07-28,Los Angeles,Silver
6388,Mason,user6388@example.com,2024-05-06,Los Angeles,Platinum
6389,Mason,user6389@example.com,2023-03-14,New York,Standard
6390,Sophia,user6390@example.com,2024-10-12,Miami,Standard
6391,David,user6391@example.com,2022-12-08,Chicago,Standard
6392,Mason,user6392@example.com,2023-08-04,Chicago,Silver
6393,Mason,user6393@example.com,2024-01-16,Los Angeles,Standard
6394,Aiden,user6394@example.com,2023-08-27,Houston,Silver
6395,Alice,user6395@example.com,2024-06-05,Los Angeles,Standard
6396,David,user6396@example.com,2024-03-08,New York,Standard
6397,David,user6397@example.com,2022-10-07,Houston,Standard
6398,Liam,user6398@example.com,2022-09-04,Chicago,Standard
6399,Liam,user6399@example.com,2023-03-10,Miami,Standard
6400,Mason,user6400@example.com,2023-01-15,Miami,Standard
6401,Emma,user6401@example.com,2024-06-27,New York,Gold
6402,Liam,user6402@example.com,2024-10-09,Los Angeles,Standard
6403,Mason,user6403@example.com,2023-06-16,New York,Silver
6404,Olivia,user6404@example.com,2024-09-11,Miami,Platinum
6405,Charlie,user6405@example.com,2025-01-25,Chicago,Gold
6406,Charlie,user6406@example.com,2023-05-14,Miami,Platinum
6407,David,user6407@example.com,2023-07-05,Houston,Silver
6408,Emma,user6408@example.com,2024-08-02,Miami,Standard
6409,Aiden,user6409@example.com,2024-02-26,Miami,Gold
6410,Alice,user6410@example.com,2024-03-01,Houston,Gold
6411,Liam,user6411@example.com,2022-09-13,Los Angeles,Gold
6412,Olivia,user6412@example.com,2022-09-03,Miami,Silver
6413,Mason,user6413@example.com,2023-01-26,New York,Silver
6414,Emma,user6414@example.com,2025-02-11,Miami,Standard
6415,David,user6415@example.com,2023-11-02,New York,Silver
6416,Liam,user6416@example.com,2022-10-03,Houston,Standard
6417,Emma,user6417@example.com,2023-04-02,Miami,Standard
6418,Liam,user6418@example.com,2024-12-03,Houston,Silver
6419,Alice,user6419@example.com,2023-11-07,Houston,Standard
6420,Alice,user6420@example.com,2024-10-11,Los Angeles,Standard
6421,Aiden,user6421@example.com,2025-01-20,Miami,Gold
6422,Charlie,user6422@example.com,2022-10-08,New York,Gold
6423,Bob,user6423@example.com,2022-07-09,New York,Silver
6424,Bob,user6424@example.com,2024-03-30,Miami,Silver
6425,Liam,user6425@example.com,2023-09-02,Los Angeles,Platinum
6426,Aiden,user6426@example.com,2023-05-23,Los Angeles,Standard
6427,Bob,user6427@example.com,2023-05-05,Los Angeles,Silver
6428,David,user6428@example.com,2024-02-04,New York,Standard
6429,Bob,user6429@example.com,2024-04-25,Houston,Standard
6430,Sophia,user6430@example.com,2022-11-06,Los Angeles,Silver
6431,Mason,user6431@example.com,2023-02-13,New York,Silver
6432,Aiden,user6432@example.com,2023-11-07,New York,Standard
6433,David,user6433@example.com,2023-10-04,Houston,Standard
6434,Emma,user6434@example.com,2024-07-25,Miami,Silver
6435,David,user6435@example.com,2025-02-03,Miami,Silver
6436,Charlie,user6436@example.com,2024-02-21,Los Angeles,Silver
6437,Emma,user6437@example.com,2023-08-10,Los Angeles,Standard
6438,Olivia,user6438@example.com,2023-10-15,Houston,Silver
6439,Mason,user6439@example.com,2022-11-18,Los Angeles,Standard
6440,Mason,user6440@example.com,2023-04-04,Houston,Standard
6441,Mason,user6441@example.com,2023-08-11,New York,Silver
6442,Mason,user6442@example.com,2024-12-06,Los Angeles,Silver
6443,Liam,user6443@example.com,2022-07-21,New York,Standard
6444,Mason,user6444@example.com,2023-11-17,Chicago,Standard
6445,Mason,user6445@example.com,2023-10-07,Houston,Silver
6446,Mason,user6446@example.com,2023-04-20,Chicago,Standard
6447,Aiden,user6447@example.com,2023-07-05,Los Angeles,Standard
6448,Liam,user6448@example.com,2024-04-03,New York,Standard
6449,Alice,user6449@example.com,2024-01-24,Los Angeles,Standard
6450,David,user6450@example.com,2024-03-10,Chicago,Standard
6451,David,user6451@example.com,2023-03-28,Los Angeles,Gold
6452,Emma,user6452@example.com,2024-07-15,Miami,Silver
6453,Aiden,user6453@example.com,2024-09-07,Chicago,Silver
6454,Sophia,user6454@example.com,2023-11-04,Los Angeles,Silver
6455,David,user6455@example.com,2023-10-15,New York,Silver
6456,Bob,user6456@example.com,2024-02-17,Los Angeles,Gold
6457,Sophia,user6457@example.com,2024-03-11,New York,Silver
6458,Mason,user6458@example.com,2022-10-04,Miami,Standard
6459,Mason,user6459@example.com,2024-09-10,Los Angeles,Silver
6460,Liam,user6460@example.com,2024-09-09,Miami,Standard
6461,Sophia,user6461@example.com,2023-03-24,Chicago,Silver
6462,Bob,user6462@example.com,2024-06-05,New York,Silver
6463,Liam,user6463@example.com,2023-02-12,Chicago,Gold
6464,Emma,user6464@example.com,2024-06-30,New York,Silver
6465,Sophia,user6465@example.com,2024-10-06,Miami,Standard
6466,Aiden,user6466@example.com,2022-08-19,Houston,Standard
6467,Mason,user6467@example.com,2024-02-15,Los Angeles,Standard
6468,Mason,user6468@example.com,2024-10-02,Miami,Standard
6469,Charlie,user6469@example.com,2025-01-07,New York,Standard
6470,Liam,user6470@example.com,2023-04-15,New York,Standard
6471,Alice,user6471@example.com,2023-09-07,New York,Standard
6472,Alice,user6472@example.com,2023-08-08,New York,Platinum
6473,Liam,user6473@example.com,2024-09-20,Los Angeles,Standard
6474,Aiden,user6474@example.com,2023-08-15,Chicago,Standard
6475,Olivia,user6475@example.com,2024-05-31,Houston,Standard
6476,Liam,user6476@example.com,2022-09-18,Los Angeles,Silver
6477,Aiden,user6477@example.com,2022-08-06,New York,Standard
6478,Emma,user6478@example.com,2024-10-06,Los Angeles,Silver
6479,Mason,user6479@example.com,2024-07-18,Miami,Standard
6480,Bob,user6480@example.com,2024-11-27,New York,Silver
6481,Olivia,user6481@example.com,2024-06-01,Houston,Gold
6482,Sophia,user6482@example.com,2022-07-29,New York,Standard
6483,Olivia,user6483@example.com,2022-12-30,Houston,Standard
6484,Bob,user6484@example.com,2023-12-16,Houston,Standard
6485,Charlie,user6485@example.com,2024-02-17,Chicago,Silver
6486,Mason,user6486@example.com,2023-04-15,Chicago,Standard
6487,Alice,user6487@example.com,2024-10-21,Los Angeles,Silver
6488,Aiden,user6488@example.com,2023-03-17,Los Angeles,Silver
6489,Liam,user6489@example.com,2024-01-08,Houston,Silver
6490,Liam,user6490@example.com,2023-08-02,New York,Standard
6491,Alice,user6491@example.com,2023-05-11,Miami,Standard
6492,Olivia,user6492@example.com,2024-03-11,Miami,Silver
6493,Mason,user6493@example.com,2023-08-06,New York,Gold
6494,David,user6494@example.com,2022-07-13,New York,Platinum
6495,Aiden,user6495@example.com,2022-08-04,Chicago,Gold
6496,Emma,user6496@example.com,2023-09-25,Miami,Silver
